step,actual,persistence_forecast,moving_average_forecast
0,885.84,885.4,885.8941666666666
1,909.43,885.4,885.8941666666666
2,884.25,885.4,885.8941666666666
3,878.53,885.4,885.8941666666666
4,888.72,885.4,885.8941666666666
5,886.15,885.4,885.8941666666666
6,894.0,885.4,885.8941666666666
7,878.86,885.4,885.8941666666666
8,895.15,885.4,885.8941666666666
9,877.3,885.4,885.8941666666666
10,884.69,885.4,885.8941666666666
11,889.16,885.4,885.8941666666666
12,909.43,885.84,885.9983333333334
13,884.25,885.84,885.9983333333334
14,878.53,885.84,885.9983333333334
15,888.72,885.84,885.9983333333334
16,886.15,885.84,885.9983333333334
17,894.0,885.84,885.9983333333334
18,878.86,885.84,885.9983333333334
19,895.15,885.84,885.9983333333334
20,877.3,885.84,885.9983333333334
21,884.69,885.84,885.9983333333334
22,889.16,885.84,885.9983333333334
23,887.75,885.84,885.9983333333334
24,884.25,909.43,888.35
25,878.53,909.43,888.35
26,888.72,909.43,888.35
27,886.15,909.43,888.35
28,894.0,909.43,888.35
29,878.86,909.43,888.35
30,895.15,909.43,888.35
31,877.3,909.43,888.35
32,884.69,909.43,888.35
33,889.16,909.43,888.35
34,887.75,909.43,888.35
35,881.23,909.43,888.35
36,878.53,884.25,887.4358333333333
37,888.72,884.25,887.4358333333333
38,886.15,884.25,887.4358333333333
39,894.0,884.25,887.4358333333333
40,878.86,884.25,887.4358333333333
41,895.15,884.25,887.4358333333333
42,877.3,884.25,887.4358333333333
43,884.69,884.25,887.4358333333333
44,889.16,884.25,887.4358333333333
45,887.75,884.25,887.4358333333333
46,881.23,884.25,887.4358333333333
47,880.68,884.25,887.4358333333333
48,888.72,878.53,887.2641666666667
49,886.15,878.53,887.2641666666667
50,894.0,878.53,887.2641666666667
51,878.86,878.53,887.2641666666667
52,895.15,878.53,887.2641666666667
53,877.3,878.53,887.2641666666667
54,884.69,878.53,887.2641666666667
55,889.16,878.53,887.2641666666667
56,887.75,878.53,887.2641666666667
57,881.23,878.53,887.2641666666667
58,880.68,878.53,887.2641666666667
59,884.01,878.53,887.2641666666667
60,886.15,888.72,888.3658333333333
61,894.0,888.72,888.3658333333333
62,878.86,888.72,888.3658333333333
63,895.15,888.72,888.3658333333333
64,877.3,888.72,888.3658333333333
65,884.69,888.72,888.3658333333333
66,889.16,888.72,888.3658333333333
67,887.75,888.72,888.3658333333333
68,881.23,888.72,888.3658333333333
69,880.68,888.72,888.3658333333333
70,884.01,888.72,888.3658333333333
71,886.08,888.72,888.3658333333333
72,894.0,886.15,888.6241666666666
73,878.86,886.15,888.6241666666666
74,895.15,886.15,888.6241666666666
75,877.3,886.15,888.6241666666666
76,884.69,886.15,888.6241666666666
77,889.16,886.15,888.6241666666666
78,887.75,886.15,888.6241666666666
79,881.23,886.15,888.6241666666666
80,880.68,886.15,888.6241666666666
81,884.01,886.15,888.6241666666666
82,886.08,886.15,888.6241666666666
83,886.56,886.15,888.6241666666666
84,878.86,894.0,889.1666666666666
85,895.15,894.0,889.1666666666666
86,877.3,894.0,889.1666666666666
87,884.69,894.0,889.1666666666666
88,889.16,894.0,889.1666666666666
89,887.75,894.0,889.1666666666666
90,881.23,894.0,889.1666666666666
91,880.68,894.0,889.1666666666666
92,884.01,894.0,889.1666666666666
93,886.08,894.0,889.1666666666666
94,886.56,894.0,889.1666666666666
95,884.81,894.0,889.1666666666666
96,895.15,878.86,887.6500000000001
97,877.3,878.86,887.6500000000001
98,884.69,878.86,887.6500000000001
99,889.16,878.86,887.6500000000001
100,887.75,878.86,887.6500000000001
101,881.23,878.86,887.6500000000001
102,880.68,878.86,887.6500000000001
103,884.01,878.86,887.6500000000001
104,886.08,878.86,887.6500000000001
105,886.56,878.86,887.6500000000001
106,884.81,878.86,887.6500000000001
107,881.18,878.86,887.6500000000001
108,877.3,895.15,889.0024999999999
109,884.69,895.15,889.0024999999999
110,889.16,895.15,889.0024999999999
111,887.75,895.15,889.0024999999999
112,881.23,895.15,889.0024999999999
113,880.68,895.15,889.0024999999999
114,884.01,895.15,889.0024999999999
115,886.08,895.15,889.0024999999999
116,886.56,895.15,889.0024999999999
117,884.81,895.15,889.0024999999999
118,881.18,895.15,889.0024999999999
119,875.62,895.15,889.0024999999999
120,884.69,877.3,888.0966666666665
121,889.16,877.3,888.0966666666665
122,887.75,877.3,888.0966666666665
123,881.23,877.3,888.0966666666665
124,880.68,877.3,888.0966666666665
125,884.01,877.3,888.0966666666665
126,886.08,877.3,888.0966666666665
127,886.56,877.3,888.0966666666665
128,884.81,877.3,888.0966666666665
129,881.18,877.3,888.0966666666665
130,875.62,877.3,888.0966666666665
131,875.22,877.3,888.0966666666665
132,889.16,884.69,887.36
133,887.75,884.69,887.36
134,881.23,884.69,887.36
135,880.68,884.69,887.36
136,884.01,884.69,887.36
137,886.08,884.69,887.36
138,886.56,884.69,887.36
139,884.81,884.69,887.36
140,881.18,884.69,887.36
141,875.62,884.69,887.36
142,875.22,884.69,887.36
143,874.88,884.69,887.36
144,887.75,889.16,887.6733333333333
145,881.23,889.16,887.6733333333333
146,880.68,889.16,887.6733333333333
147,884.01,889.16,887.6733333333333
148,886.08,889.16,887.6733333333333
149,886.56,889.16,887.6733333333333
150,884.81,889.16,887.6733333333333
151,881.18,889.16,887.6733333333333
152,875.62,889.16,887.6733333333333
153,875.22,889.16,887.6733333333333
154,874.88,889.16,887.6733333333333
155,876.64,889.16,887.6733333333333
156,881.23,887.75,887.8325
157,880.68,887.75,887.8325
158,884.01,887.75,887.8325
159,886.08,887.75,887.8325
160,886.56,887.75,887.8325
161,884.81,887.75,887.8325
162,881.18,887.75,887.8325
163,875.62,887.75,887.8325
164,875.22,887.75,887.8325
165,874.88,887.75,887.8325
166,876.64,887.75,887.8325
167,875.31,887.75,887.8325
168,880.68,881.23,885.4825
169,884.01,881.23,885.4825
170,886.08,881.23,885.4825
171,886.56,881.23,885.4825
172,884.81,881.23,885.4825
173,881.18,881.23,885.4825
174,875.62,881.23,885.4825
175,875.22,881.23,885.4825
176,874.88,881.23,885.4825
177,876.64,881.23,885.4825
178,875.31,881.23,885.4825
179,876.26,881.23,885.4825
180,884.01,880.68,885.185
181,886.08,880.68,885.185
182,886.56,880.68,885.185
183,884.81,880.68,885.185
184,881.18,880.68,885.185
185,875.62,880.68,885.185
186,875.22,880.68,885.185
187,874.88,880.68,885.185
188,876.64,880.68,885.185
189,875.31,880.68,885.185
190,876.26,880.68,885.185
191,877.48,880.68,885.185
192,886.08,884.01,885.6416666666668
193,886.56,884.01,885.6416666666668
194,884.81,884.01,885.6416666666668
195,881.18,884.01,885.6416666666668
196,875.62,884.01,885.6416666666668
197,875.22,884.01,885.6416666666668
198,874.88,884.01,885.6416666666668
199,876.64,884.01,885.6416666666668
200,875.31,884.01,885.6416666666668
201,876.26,884.01,885.6416666666668
202,877.48,884.01,885.6416666666668
203,877.57,884.01,885.6416666666668
204,886.56,886.08,885.4216666666666
205,884.81,886.08,885.4216666666666
206,881.18,886.08,885.4216666666666
207,875.62,886.08,885.4216666666666
208,875.22,886.08,885.4216666666666
209,874.88,886.08,885.4216666666666
210,876.64,886.08,885.4216666666666
211,875.31,886.08,885.4216666666666
212,876.26,886.08,885.4216666666666
213,877.48,886.08,885.4216666666666
214,877.57,886.08,885.4216666666666
215,872.47,886.08,885.4216666666666
216,884.81,886.56,885.4558333333333
217,881.18,886.56,885.4558333333333
218,875.62,886.56,885.4558333333333
219,875.22,886.56,885.4558333333333
220,874.88,886.56,885.4558333333333
221,876.64,886.56,885.4558333333333
222,875.31,886.56,885.4558333333333
223,876.26,886.56,885.4558333333333
224,877.48,886.56,885.4558333333333
225,877.57,886.56,885.4558333333333
226,872.47,886.56,885.4558333333333
227,872.52,886.56,885.4558333333333
228,881.18,884.81,884.6899999999999
229,875.62,884.81,884.6899999999999
230,875.22,884.81,884.6899999999999
231,874.88,884.81,884.6899999999999
232,876.64,884.81,884.6899999999999
233,875.31,884.81,884.6899999999999
234,876.26,884.81,884.6899999999999
235,877.48,884.81,884.6899999999999
236,877.57,884.81,884.6899999999999
237,872.47,884.81,884.6899999999999
238,872.52,884.81,884.6899999999999
239,874.08,884.81,884.6899999999999
240,875.62,881.18,884.8833333333332
241,875.22,881.18,884.8833333333332
242,874.88,881.18,884.8833333333332
243,876.64,881.18,884.8833333333332
244,875.31,881.18,884.8833333333332
245,876.26,881.18,884.8833333333332
246,877.48,881.18,884.8833333333332
247,877.57,881.18,884.8833333333332
248,872.47,881.18,884.8833333333332
249,872.52,881.18,884.8833333333332
250,874.08,881.18,884.8833333333332
251,874.82,881.18,884.8833333333332
252,875.22,875.62,883.2558333333333
253,874.88,875.62,883.2558333333333
254,876.64,875.62,883.2558333333333
255,875.31,875.62,883.2558333333333
256,876.26,875.62,883.2558333333333
257,877.48,875.62,883.2558333333333
258,877.57,875.62,883.2558333333333
259,872.47,875.62,883.2558333333333
260,872.52,875.62,883.2558333333333
261,874.08,875.62,883.2558333333333
262,874.82,875.62,883.2558333333333
263,878.42,875.62,883.2558333333333
264,874.88,875.22,883.0825
265,876.64,875.22,883.0825
266,875.31,875.22,883.0825
267,876.26,875.22,883.0825
268,877.48,875.22,883.0825
269,877.57,875.22,883.0825
270,872.47,875.22,883.0825
271,872.52,875.22,883.0825
272,874.08,875.22,883.0825
273,874.82,875.22,883.0825
274,878.42,875.22,883.0825
275,877.32,875.22,883.0825
276,876.64,874.88,882.2649999999999
277,875.31,874.88,882.2649999999999
278,876.26,874.88,882.2649999999999
279,877.48,874.88,882.2649999999999
280,877.57,874.88,882.2649999999999
281,872.47,874.88,882.2649999999999
282,872.52,874.88,882.2649999999999
283,874.08,874.88,882.2649999999999
284,874.82,874.88,882.2649999999999
285,878.42,874.88,882.2649999999999
286,877.32,874.88,882.2649999999999
287,872.51,874.88,882.2649999999999
288,875.31,876.64,881.2216666666665
289,876.26,876.64,881.2216666666665
290,877.48,876.64,881.2216666666665
291,877.57,876.64,881.2216666666665
292,872.47,876.64,881.2216666666665
293,872.52,876.64,881.2216666666665
294,874.08,876.64,881.2216666666665
295,874.82,876.64,881.2216666666665
296,878.42,876.64,881.2216666666665
297,877.32,876.64,881.2216666666665
298,872.51,876.64,881.2216666666665
299,883.48,876.64,881.2216666666665
300,876.26,875.31,880.185
301,877.48,875.31,880.185
302,877.57,875.31,880.185
303,872.47,875.31,880.185
304,872.52,875.31,880.185
305,874.08,875.31,880.185
306,874.82,875.31,880.185
307,878.42,875.31,880.185
308,877.32,875.31,880.185
309,872.51,875.31,880.185
310,883.48,875.31,880.185
311,885.64,875.31,880.185
312,877.48,876.26,879.7708333333334
313,877.57,876.26,879.7708333333334
314,872.47,876.26,879.7708333333334
315,872.52,876.26,879.7708333333334
316,874.08,876.26,879.7708333333334
317,874.82,876.26,879.7708333333334
318,878.42,876.26,879.7708333333334
319,877.32,876.26,879.7708333333334
320,872.51,876.26,879.7708333333334
321,883.48,876.26,879.7708333333334
322,885.64,876.26,879.7708333333334
323,885.5,876.26,879.7708333333334
324,877.57,877.48,879.5041666666666
325,872.47,877.48,879.5041666666666
326,872.52,877.48,879.5041666666666
327,874.08,877.48,879.5041666666666
328,874.82,877.48,879.5041666666666
329,878.42,877.48,879.5041666666666
330,877.32,877.48,879.5041666666666
331,872.51,877.48,879.5041666666666
332,883.48,877.48,879.5041666666666
333,885.64,877.48,879.5041666666666
334,885.5,877.48,879.5041666666666
335,886.68,877.48,879.5041666666666
336,872.47,877.57,878.9674999999999
337,872.52,877.57,878.9674999999999
338,874.08,877.57,878.9674999999999
339,874.82,877.57,878.9674999999999
340,878.42,877.57,878.9674999999999
341,877.32,877.57,878.9674999999999
342,872.51,877.57,878.9674999999999
343,883.48,877.57,878.9674999999999
344,885.64,877.57,878.9674999999999
345,885.5,877.57,878.9674999999999
346,886.68,877.57,878.9674999999999
347,884.15,877.57,878.9674999999999
348,872.52,872.47,877.8333333333331
349,874.08,872.47,877.8333333333331
350,874.82,872.47,877.8333333333331
351,878.42,872.47,877.8333333333331
352,877.32,872.47,877.8333333333331
353,872.51,872.47,877.8333333333331
354,883.48,872.47,877.8333333333331
355,885.64,872.47,877.8333333333331
356,885.5,872.47,877.8333333333331
357,886.68,872.47,877.8333333333331
358,884.15,872.47,877.8333333333331
359,886.17,872.47,877.8333333333331
360,874.08,872.52,876.6633333333333
361,874.82,872.52,876.6633333333333
362,878.42,872.52,876.6633333333333
363,877.32,872.52,876.6633333333333
364,872.51,872.52,876.6633333333333
365,883.48,872.52,876.6633333333333
366,885.64,872.52,876.6633333333333
367,885.5,872.52,876.6633333333333
368,886.68,872.52,876.6633333333333
369,884.15,872.52,876.6633333333333
370,886.17,872.52,876.6633333333333
371,892.07,872.52,876.6633333333333
372,874.82,874.08,875.7691666666666
373,878.42,874.08,875.7691666666666
374,877.32,874.08,875.7691666666666
375,872.51,874.08,875.7691666666666
376,883.48,874.08,875.7691666666666
377,885.64,874.08,875.7691666666666
378,885.5,874.08,875.7691666666666
379,886.68,874.08,875.7691666666666
380,884.15,874.08,875.7691666666666
381,886.17,874.08,875.7691666666666
382,892.07,874.08,875.7691666666666
383,890.41,874.08,875.7691666666666
384,878.42,874.82,875.2391666666666
385,877.32,874.82,875.2391666666666
386,872.51,874.82,875.2391666666666
387,883.48,874.82,875.2391666666666
388,885.64,874.82,875.2391666666666
389,885.5,874.82,875.2391666666666
390,886.68,874.82,875.2391666666666
391,884.15,874.82,875.2391666666666
392,886.17,874.82,875.2391666666666
393,892.07,874.82,875.2391666666666
394,890.41,874.82,875.2391666666666
395,889.59,874.82,875.2391666666666
396,877.32,878.42,875.4725
397,872.51,878.42,875.4725
398,883.48,878.42,875.4725
399,885.64,878.42,875.4725
400,885.5,878.42,875.4725
401,886.68,878.42,875.4725
402,884.15,878.42,875.4725
403,886.17,878.42,875.4725
404,892.07,878.42,875.4725
405,890.41,878.42,875.4725
406,889.59,878.42,875.4725
407,889.27,878.42,875.4725
408,872.51,877.32,875.6475
409,883.48,877.32,875.6475
410,885.64,877.32,875.6475
411,885.5,877.32,875.6475
412,886.68,877.32,875.6475
413,884.15,877.32,875.6475
414,886.17,877.32,875.6475
415,892.07,877.32,875.6475
416,890.41,877.32,875.6475
417,889.59,877.32,875.6475
418,889.27,877.32,875.6475
419,889.36,877.32,875.6475
420,883.48,872.51,875.4499999999999
421,885.64,872.51,875.4499999999999
422,885.5,872.51,875.4499999999999
423,886.68,872.51,875.4499999999999
424,884.15,872.51,875.4499999999999
425,886.17,872.51,875.4499999999999
426,892.07,872.51,875.4499999999999
427,890.41,872.51,875.4499999999999
428,889.59,872.51,875.4499999999999
429,889.27,872.51,875.4499999999999
430,889.36,872.51,875.4499999999999
431,879.75,872.51,875.4499999999999
432,885.64,883.48,876.02
433,885.5,883.48,876.02
434,886.68,883.48,876.02
435,884.15,883.48,876.02
436,886.17,883.48,876.02
437,892.07,883.48,876.02
438,890.41,883.48,876.02
439,889.59,883.48,876.02
440,889.27,883.48,876.02
441,889.36,883.48,876.02
442,879.75,883.48,876.02
443,881.29,883.48,876.02
444,885.5,885.64,876.8808333333332
445,886.68,885.64,876.8808333333332
446,884.15,885.64,876.8808333333332
447,886.17,885.64,876.8808333333332
448,892.07,885.64,876.8808333333332
449,890.41,885.64,876.8808333333332
450,889.59,885.64,876.8808333333332
451,889.27,885.64,876.8808333333332
452,889.36,885.64,876.8808333333332
453,879.75,885.64,876.8808333333332
454,881.29,885.64,876.8808333333332
455,877.52,885.64,876.8808333333332
456,886.68,885.5,877.6508333333333
457,884.15,885.5,877.6508333333333
458,886.17,885.5,877.6508333333333
459,892.07,885.5,877.6508333333333
460,890.41,885.5,877.6508333333333
461,889.59,885.5,877.6508333333333
462,889.27,885.5,877.6508333333333
463,889.36,885.5,877.6508333333333
464,879.75,885.5,877.6508333333333
465,881.29,885.5,877.6508333333333
466,877.52,885.5,877.6508333333333
467,878.31,885.5,877.6508333333333
468,884.15,886.68,878.4174999999999
469,886.17,886.68,878.4174999999999
470,892.07,886.68,878.4174999999999
471,890.41,886.68,878.4174999999999
472,889.59,886.68,878.4174999999999
473,889.27,886.68,878.4174999999999
474,889.36,886.68,878.4174999999999
475,879.75,886.68,878.4174999999999
476,881.29,886.68,878.4174999999999
477,877.52,886.68,878.4174999999999
478,878.31,886.68,878.4174999999999
479,886.99,886.68,878.4174999999999
480,886.17,884.15,878.9658333333335
481,892.07,884.15,878.9658333333335
482,890.41,884.15,878.9658333333335
483,889.59,884.15,878.9658333333335
484,889.27,884.15,878.9658333333335
485,889.36,884.15,878.9658333333335
486,879.75,884.15,878.9658333333335
487,881.29,884.15,878.9658333333335
488,877.52,884.15,878.9658333333335
489,878.31,884.15,878.9658333333335
490,886.99,884.15,878.9658333333335
491,883.45,884.15,878.9658333333335
492,892.07,886.17,880.1075
493,890.41,886.17,880.1075
494,889.59,886.17,880.1075
495,889.27,886.17,880.1075
496,889.36,886.17,880.1075
497,879.75,886.17,880.1075
498,881.29,886.17,880.1075
499,877.52,886.17,880.1075
500,878.31,886.17,880.1075
501,886.99,886.17,880.1075
502,883.45,886.17,880.1075
503,883.93,886.17,880.1075
504,890.41,892.07,881.7366666666667
505,889.59,892.07,881.7366666666667
506,889.27,892.07,881.7366666666667
507,889.36,892.07,881.7366666666667
508,879.75,892.07,881.7366666666667
509,881.29,892.07,881.7366666666667
510,877.52,892.07,881.7366666666667
511,878.31,892.07,881.7366666666667
512,886.99,892.07,881.7366666666667
513,883.45,892.07,881.7366666666667
514,883.93,892.07,881.7366666666667
515,883.64,892.07,881.7366666666667
516,889.59,890.41,883.0974999999999
517,889.27,890.41,883.0974999999999
518,889.36,890.41,883.0974999999999
519,879.75,890.41,883.0974999999999
520,881.29,890.41,883.0974999999999
521,877.52,890.41,883.0974999999999
522,878.31,890.41,883.0974999999999
523,886.99,890.41,883.0974999999999
524,883.45,890.41,883.0974999999999
525,883.93,890.41,883.0974999999999
526,883.64,890.41,883.0974999999999
527,885.66,890.41,883.0974999999999
528,889.27,889.59,884.3283333333334
529,889.36,889.59,884.3283333333334
530,879.75,889.59,884.3283333333334
531,881.29,889.59,884.3283333333334
532,877.52,889.59,884.3283333333334
533,878.31,889.59,884.3283333333334
534,886.99,889.59,884.3283333333334
535,883.45,889.59,884.3283333333334
536,883.93,889.59,884.3283333333334
537,883.64,889.59,884.3283333333334
538,885.66,889.59,884.3283333333334
539,892.65,889.59,884.3283333333334
540,889.36,889.27,885.2325000000001
541,879.75,889.27,885.2325000000001
542,881.29,889.27,885.2325000000001
543,877.52,889.27,885.2325000000001
544,878.31,889.27,885.2325000000001
545,886.99,889.27,885.2325000000001
546,883.45,889.27,885.2325000000001
547,883.93,889.27,885.2325000000001
548,883.64,889.27,885.2325000000001
549,885.66,889.27,885.2325000000001
550,892.65,889.27,885.2325000000001
551,889.42,889.27,885.2325000000001
552,879.75,889.36,886.2358333333333
553,881.29,889.36,886.2358333333333
554,877.52,889.36,886.2358333333333
555,878.31,889.36,886.2358333333333
556,886.99,889.36,886.2358333333333
557,883.45,889.36,886.2358333333333
558,883.93,889.36,886.2358333333333
559,883.64,889.36,886.2358333333333
560,885.66,889.36,886.2358333333333
561,892.65,889.36,886.2358333333333
562,889.42,889.36,886.2358333333333
563,882.38,889.36,886.2358333333333
564,881.29,879.75,886.8391666666668
565,877.52,879.75,886.8391666666668
566,878.31,879.75,886.8391666666668
567,886.99,879.75,886.8391666666668
568,883.45,879.75,886.8391666666668
569,883.93,879.75,886.8391666666668
570,883.64,879.75,886.8391666666668
571,885.66,879.75,886.8391666666668
572,892.65,879.75,886.8391666666668
573,889.42,879.75,886.8391666666668
574,882.38,879.75,886.8391666666668
575,889.74,879.75,886.8391666666668
576,877.52,881.29,886.6566666666668
577,878.31,881.29,886.6566666666668
578,886.99,881.29,886.6566666666668
579,883.45,881.29,886.6566666666668
580,883.93,881.29,886.6566666666668
581,883.64,881.29,886.6566666666668
582,885.66,881.29,886.6566666666668
583,892.65,881.29,886.6566666666668
584,889.42,881.29,886.6566666666668
585,882.38,881.29,886.6566666666668
586,889.74,881.29,886.6566666666668
587,887.25,881.29,886.6566666666668
588,878.31,877.52,885.9800000000001
589,886.99,877.52,885.9800000000001
590,883.45,877.52,885.9800000000001
591,883.93,877.52,885.9800000000001
592,883.64,877.52,885.9800000000001
593,885.66,877.52,885.9800000000001
594,892.65,877.52,885.9800000000001
595,889.42,877.52,885.9800000000001
596,882.38,877.52,885.9800000000001
597,889.74,877.52,885.9800000000001
598,887.25,877.52,885.9800000000001
599,881.48,877.52,885.9800000000001
600,886.99,878.31,885.3808333333333
601,883.45,878.31,885.3808333333333
602,883.93,878.31,885.3808333333333
603,883.64,878.31,885.3808333333333
604,885.66,878.31,885.3808333333333
605,892.65,878.31,885.3808333333333
606,889.42,878.31,885.3808333333333
607,882.38,878.31,885.3808333333333
608,889.74,878.31,885.3808333333333
609,887.25,878.31,885.3808333333333
610,881.48,878.31,885.3808333333333
611,881.03,878.31,885.3808333333333
612,883.45,886.99,885.4066666666666
613,883.93,886.99,885.4066666666666
614,883.64,886.99,885.4066666666666
615,885.66,886.99,885.4066666666666
616,892.65,886.99,885.4066666666666
617,889.42,886.99,885.4066666666666
618,882.38,886.99,885.4066666666666
619,889.74,886.99,885.4066666666666
620,887.25,886.99,885.4066666666666
621,881.48,886.99,885.4066666666666
622,881.03,886.99,885.4066666666666
623,880.32,886.99,885.4066666666666
624,883.93,883.45,885.3483333333334
625,883.64,883.45,885.3483333333334
626,885.66,883.45,885.3483333333334
627,892.65,883.45,885.3483333333334
628,889.42,883.45,885.3483333333334
629,882.38,883.45,885.3483333333334
630,889.74,883.45,885.3483333333334
631,887.25,883.45,885.3483333333334
632,881.48,883.45,885.3483333333334
633,881.03,883.45,885.3483333333334
634,880.32,883.45,885.3483333333334
635,883.6,883.45,885.3483333333334
636,883.64,883.93,885.1616666666667
637,885.66,883.93,885.1616666666667
638,892.65,883.93,885.1616666666667
639,889.42,883.93,885.1616666666667
640,882.38,883.93,885.1616666666667
641,889.74,883.93,885.1616666666667
642,887.25,883.93,885.1616666666667
643,881.48,883.93,885.1616666666667
644,881.03,883.93,885.1616666666667
645,880.32,883.93,885.1616666666667
646,883.6,883.93,885.1616666666667
647,882.85,883.93,885.1616666666667
648,885.66,883.64,884.4591666666666
649,892.65,883.64,884.4591666666666
650,889.42,883.64,884.4591666666666
651,882.38,883.64,884.4591666666666
652,889.74,883.64,884.4591666666666
653,887.25,883.64,884.4591666666666
654,881.48,883.64,884.4591666666666
655,881.03,883.64,884.4591666666666
656,880.32,883.64,884.4591666666666
657,883.6,883.64,884.4591666666666
658,882.85,883.64,884.4591666666666
659,884.9,883.64,884.4591666666666
660,892.65,885.66,884.0633333333332
661,889.42,885.66,884.0633333333332
662,882.38,885.66,884.0633333333332
663,889.74,885.66,884.0633333333332
664,887.25,885.66,884.0633333333332
665,881.48,885.66,884.0633333333332
666,881.03,885.66,884.0633333333332
667,880.32,885.66,884.0633333333332
668,883.6,885.66,884.0633333333332
669,882.85,885.66,884.0633333333332
670,884.9,885.66,884.0633333333332
671,889.61,885.66,884.0633333333332
672,889.42,892.65,884.3183333333333
673,882.38,892.65,884.3183333333333
674,889.74,892.65,884.3183333333333
675,887.25,892.65,884.3183333333333
676,881.48,892.65,884.3183333333333
677,881.03,892.65,884.3183333333333
678,880.32,892.65,884.3183333333333
679,883.6,892.65,884.3183333333333
680,882.85,892.65,884.3183333333333
681,884.9,892.65,884.3183333333333
682,889.61,892.65,884.3183333333333
683,887.78,892.65,884.3183333333333
684,882.38,889.42,884.3308333333334
685,889.74,889.42,884.3308333333334
686,887.25,889.42,884.3308333333334
687,881.48,889.42,884.3308333333334
688,881.03,889.42,884.3308333333334
689,880.32,889.42,884.3308333333334
690,883.6,889.42,884.3308333333334
691,882.85,889.42,884.3308333333334
692,884.9,889.42,884.3308333333334
693,889.61,889.42,884.3308333333334
694,887.78,889.42,884.3308333333334
695,887.95,889.42,884.3308333333334
696,889.74,882.38,883.7491666666666
697,887.25,882.38,883.7491666666666
698,881.48,882.38,883.7491666666666
699,881.03,882.38,883.7491666666666
700,880.32,882.38,883.7491666666666
701,883.6,882.38,883.7491666666666
702,882.85,882.38,883.7491666666666
703,884.9,882.38,883.7491666666666
704,889.61,882.38,883.7491666666666
705,887.78,882.38,883.7491666666666
706,887.95,882.38,883.7491666666666
707,887.21,882.38,883.7491666666666
708,887.25,889.74,884.5816666666665
709,881.48,889.74,884.5816666666665
710,881.03,889.74,884.5816666666665
711,880.32,889.74,884.5816666666665
712,883.6,889.74,884.5816666666665
713,882.85,889.74,884.5816666666665
714,884.9,889.74,884.5816666666665
715,889.61,889.74,884.5816666666665
716,887.78,889.74,884.5816666666665
717,887.95,889.74,884.5816666666665
718,887.21,889.74,884.5816666666665
719,888.05,889.74,884.5816666666665
720,881.48,887.25,885.0783333333333
721,881.03,887.25,885.0783333333333
722,880.32,887.25,885.0783333333333
723,883.6,887.25,885.0783333333333
724,882.85,887.25,885.0783333333333
725,884.9,887.25,885.0783333333333
726,889.61,887.25,885.0783333333333
727,887.78,887.25,885.0783333333333
728,887.95,887.25,885.0783333333333
729,887.21,887.25,885.0783333333333
730,888.05,887.25,885.0783333333333
731,888.57,887.25,885.0783333333333
732,881.03,881.48,885.4083333333333
733,880.32,881.48,885.4083333333333
734,883.6,881.48,885.4083333333333
735,882.85,881.48,885.4083333333333
736,884.9,881.48,885.4083333333333
737,889.61,881.48,885.4083333333333
738,887.78,881.48,885.4083333333333
739,887.95,881.48,885.4083333333333
740,887.21,881.48,885.4083333333333
741,888.05,881.48,885.4083333333333
742,888.57,881.48,885.4083333333333
743,888.97,881.48,885.4083333333333
744,880.32,881.03,885.6350000000001
745,883.6,881.03,885.6350000000001
746,882.85,881.03,885.6350000000001
747,884.9,881.03,885.6350000000001
748,889.61,881.03,885.6350000000001
749,887.78,881.03,885.6350000000001
750,887.95,881.03,885.6350000000001
751,887.21,881.03,885.6350000000001
752,888.05,881.03,885.6350000000001
753,888.57,881.03,885.6350000000001
754,888.97,881.03,885.6350000000001
755,892.82,881.03,885.6350000000001
756,883.6,880.32,885.0791666666668
757,882.85,880.32,885.0791666666668
758,884.9,880.32,885.0791666666668
759,889.61,880.32,885.0791666666668
760,887.78,880.32,885.0791666666668
761,887.95,880.32,885.0791666666668
762,887.21,880.32,885.0791666666668
763,888.05,880.32,885.0791666666668
764,888.57,880.32,885.0791666666668
765,888.97,880.32,885.0791666666668
766,892.82,880.32,885.0791666666668
767,887.27,880.32,885.0791666666668
768,882.85,883.6,885.0916666666667
769,884.9,883.6,885.0916666666667
770,889.61,883.6,885.0916666666667
771,887.78,883.6,885.0916666666667
772,887.95,883.6,885.0916666666667
773,887.21,883.6,885.0916666666667
774,888.05,883.6,885.0916666666667
775,888.57,883.6,885.0916666666667
776,888.97,883.6,885.0916666666667
777,892.82,883.6,885.0916666666667
778,887.27,883.6,885.0916666666667
779,885.91,883.6,885.0916666666667
780,884.9,882.85,885.0016666666667
781,889.61,882.85,885.0016666666667
782,887.78,882.85,885.0016666666667
783,887.95,882.85,885.0016666666667
784,887.21,882.85,885.0016666666667
785,888.05,882.85,885.0016666666667
786,888.57,882.85,885.0016666666667
787,888.97,882.85,885.0016666666667
788,892.82,882.85,885.0016666666667
789,887.27,882.85,885.0016666666667
790,885.91,882.85,885.0016666666667
791,895.93,882.85,885.0016666666667
792,889.61,884.9,885.1066666666666
793,887.78,884.9,885.1066666666666
794,887.95,884.9,885.1066666666666
795,887.21,884.9,885.1066666666666
796,888.05,884.9,885.1066666666666
797,888.57,884.9,885.1066666666666
798,888.97,884.9,885.1066666666666
799,892.82,884.9,885.1066666666666
800,887.27,884.9,885.1066666666666
